Year,rank,player,team_ID,points_won,first_place_votes,share,WAR,G,AB,R,H,HR,RBI,SB,BB,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging
2024,18,Luis Arraez (2024),TOT,4,0,1%,1.1,150,637,83,200,4,46,9,24,0.314,0.346,0.392,0.739
2024,19,Teoscar Hernandez (2024),LAD,3,0,1%,4.1,154,589,84,160,33,99,12,53,0.272,0.339,0.501,0.84
2024,19,Ezequiel Tovar (2024),COL,3,0,1%,3.6,157,655,83,176,26,78,6,23,0.269,0.295,0.469,0.763
2024,22,Jackson Chourio (2024),MIL,1,0,0%,3.9,148,528,80,145,21,79,22,39,0.275,0.327,0.464,0.791
2025,2,Kyle Schwarber (2025),PHI,260,0,62%,4.6,162,604,111,145,56,132,10,108,0.24,0.365,0.563,0.928
2025,3,Juan Soto (2025),NYM,231,0,55%,6.1,160,577,120,152,43,105,38,127,0.263,0.396,0.525,0.921
2025,4,Geraldo Perdomo (2025),ARI,196,0,47%,7.1,161,597,98,173,20,100,27,94,0.29,0.389,0.462,0.851
2025,5,Trea Turner (2025),PHI,102,0,24%,5.4,141,589,94,179,15,69,36,43,0.304,0.355,0.457,0.812
2025,6,Corbin Carroll (2025),ARI,83,0,20%,5.8,143,564,107,146,31,84,32,67,0.259,0.343,0.541,0.883
2025,8,Fernando Tatis Jr. (2025),SDP,78,0,19%,6.1,155,594,111,159,25,71,32,89,0.268,0.368,0.446,0.814
2025,9,Pete Crow-Armstrong (2025),CHC,63,0,15%,5.9,157,591,91,146,31,95,35,29,0.247,0.287,0.481,0.768
2025,10,Francisco Lindor (2025),NYM,61,0,15%,5.8,160,644,117,172,31,86,31,65,0.267,0.346,0.466,0.811
2025,11,Pete Alonso (2025),NYM,48,0,11%,3.3,162,624,87,170,38,126,1,61,0.272,0.347,0.524,0.871
2025,12,Christian Yelich (2025),MIL,34,0,8%,3,150,573,88,151,29,103,16,64,0.264,0.343,0.452,0.795
2025,13,Freddie Freeman (2025),LAD,29,0,7%,3.5,147,556,81,164,24,90,6,60,0.295,0.367,0.502,0.869
2025,14,Brice Turang (2025),MIL,23,0,5%,5.5,156,584,97,168,18,81,24,66,0.288,0.359,0.435,0.794
2025,16,Michael Busch (2025),CHC,11,0,3%,4.5,155,524,78,137,34,90,4,56,0.261,0.343,0.523,0.866
2025,16,Manny Machado (2025),SDP,11,0,3%,4.2,159,615,91,169,27,95,14,55,0.275,0.335,0.46,0.795
2025,18,Matt Olson (2025),ATL,7,0,2%,6.2,162,624,98,170,29,95,1,91,0.272,0.366,0.484,0.85
2025,19,Nico Hoerner (2025),CHC,5,0,1%,6.2,156,599,89,178,7,61,29,39,0.297,0.345,0.394,0.739
2025,20,Will Smith (2025),LAD,3,0,1%,4.4,110,362,64,107,17,61,2,64,0.296,0.404,0.497,0.901
2025,20,Seiya Suzuki (2025),CHC,3,0,1%,2.6,151,571,75,140,32,103,5,71,0.245,0.326,0.478,0.804
2025,22,Ketel Marte (2025),ARI,2,0,0%,4.4,126,480,87,136,28,72,4,64,0.283,0.376,0.517,0.893
2025,23,Elly De La Cruz (2025),CIN,1,0,0%,3.6,162,629,102,166,22,86,37,67,0.264,0.336,0.44,0.777
